21
21
27
19
35
24
30
18
32
16
28
35
37
17
26
22
18
25
21
16
31
30
33
23
25
25
40
16
17
26
34
12
32
25
22
10
25
25
24
28
25
36
23
20
24
26
25
21
25
30
28
34
31
26
19
31
29
18
40
25
20
26
23
16
40
23
25
24
33
37
28
