 29.00 
 35.00 
 39.08 
 32.78 
 42.48 
 35.22 
 37.40 
 27.20 
 36.38 
 22.65 
 35.30 
 34.53 
 39.58 
 24.02 
 36.02 
 35.58 
 29.53 
 28.70 
 35.05 
 35.37 
 40.17 
 22.53 
 40.12 
 35.93 
 39.08 
 36.98 
 37.30 
 36.78 
 24.72 
 38.77 
 36.68 
 38.18 
 38.83 
 38.12 
 35.22 
 24.27 
 38.92 
 33.03 
 33.73 
 31.00 
 35.70 
 47.67 
 36.78 
 35.82 
 40.30 
 39.53 
 35.37 
 37.52 
 30.70 
 34.28 
 36.78 
 37.02 
 38.73 
 37.12 
 30.98 
 36.13 
 37.85 
 40.12 
 37.70 
 28.65 
 37.87 
 38.13 
 34.75 
 34.68 
 37.20 
 28.78 
 36.18 
 35.90 
 35.53 
 40.90 
 37.68 
